id,observation_date,competitor_id,competitor_price,market_share_percentage,trend_score
5569,2022-10-15,2,49.28,22.24,0.47
5570,2022-10-16,3,53.74,20.24,-0.026
5571,2022-10-16,1,56.54,28.39,-0.077
5572,2022-10-16,4,20.61,19.5,0.199
5573,2022-10-16,3,48.99,17.73,0.767
5574,2022-10-17,2,49.16,25.39,0.541
5575,2022-10-17,5,59.78,15.59,0.282
5576,2022-10-17,5,54.25,14.03,0.474
5577,2022-10-17,5,44.2,16.67,0.415
5578,2022-10-17,3,46.5,20.93,-0.297
5579,2022-10-17,5,19.19,16.63,0.313
5580,2022-10-18,5,56.53,8.62,0.286
5581,2022-10-18,2,41.85,22.69,0.058
5582,2022-10-18,4,44,12.1,0.335
5583,2022-10-18,4,37.34,20.31,0.014
5584,2022-10-18,5,56.63,16.23,0.515
5585,2022-10-18,2,45.98,28.97,-0.253
5586,2022-10-19,5,59.7,13.14,-0.044
5587,2022-10-19,4,41.12,11.2,0.953
5588,2022-10-19,1,56.55,23.39,0.302
5589,2022-10-19,4,40.46,13.76,-0.264
5590,2022-10-19,3,41.79,19.76,0.413
5591,2022-10-20,3,51.51,20.25,0.682
5592,2022-10-20,3,45.12,15.94,-0.019
5593,2022-10-20,1,53.77,25.6,0.113
5594,2022-10-20,4,37.04,21.59,0.545
5595,2022-10-21,2,59.73,26.17,0.573
5596,2022-10-22,3,48.68,18.09,0.287
5597,2022-10-22,3,48.93,20.24,0.915
5598,2022-10-22,2,54.64,17.99,0.511
5599,2022-10-22,1,60.91,22.98,0.3
5600,2022-10-22,2,49.78,26.68,0.346
5601,2022-10-22,3,45.08,22.26,0.284
5602,2022-10-22,3,32.34,20.2,0.387
5603,2022-10-22,2,59.48,21.26,0.421
5604,2022-10-23,2,57.05,21.56,0.635
5605,2022-10-23,4,35.41,9.78,-0.444
5606,2022-10-23,4,40.24,15.48,-0.454
5607,2022-10-23,1,48.26,26.9,0.407
5608,2022-10-24,3,43.17,23.82,0.012
5609,2022-10-24,5,56.75,16.83,0.259
5610,2022-10-24,3,42.22,22.12,0.27
5611,2022-10-24,2,35.61,27.22,0.12
5612,2022-10-24,4,38.23,16.72,0.483
5613,2022-10-24,1,47.55,27.71,0.71
5614,2022-10-25,4,62.55,10.15,0.439
5615,2022-10-25,4,33.68,17.81,-0.028
5616,2022-10-25,5,61.98,15.15,0.137
5617,2022-10-25,5,49.71,11.44,0.418
5618,2022-10-25,4,39.01,15.67,0.112
5619,2022-10-26,2,53.13,19.54,-0.033
5620,2022-10-26,3,44.97,20.68,-0.164
5621,2022-10-26,4,41.59,13.21,0.236
5622,2022-10-27,5,63.91,13.54,0.623
5623,2022-10-27,5,46.06,17.16,-0.014
5624,2022-10-27,3,43.85,19.33,0.184
5625,2022-10-27,4,27.61,20.22,0.423
5626,2022-10-27,1,46.52,22.28,0.072
5627,2022-10-28,4,45.61,17.21,0.505
5628,2022-10-29,2,36.88,27.11,0.012
5629,2022-10-29,1,49.48,28.67,0.152
5630,2022-10-29,2,43.31,18.86,0.566
5631,2022-10-29,1,37.32,29.7,0.226
5632,2022-10-29,5,47.49,13.33,0.124
5633,2022-10-30,5,69.43,12.69,-0.024
5634,2022-10-30,1,43.16,33.87,0.066
5635,2022-10-30,2,49.41,29.62,0.195
5636,2022-10-30,3,42.57,18.4,0.921
5637,2022-10-30,4,17.98,14.54,0.405
5638,2022-10-30,2,48.56,24.31,0.307
5639,2022-10-31,1,39.94,26.18,-0.146
5640,2022-10-31,4,58.51,19.85,0.401
5641,2022-10-31,1,61.14,27.4,0.185
5642,2022-10-31,3,42.83,21.52,0.147
5643,2022-11-01,5,47.36,16.57,0.539
5644,2022-11-01,3,38.13,24.35,0.529
5645,2022-11-01,4,20.84,13.29,-0.228
5646,2022-11-01,4,39.82,13.28,0.304
5647,2022-11-01,2,42.2,22.5,0.298
5648,2022-11-01,2,56.98,23.34,0.544
5649,2022-11-02,2,44.21,22.52,0.053
5650,2022-11-02,1,42.03,26.99,-0.117
5651,2022-11-02,2,38.57,23.98,-0.127
5652,2022-11-02,3,42.02,19.79,0.45
5653,2022-11-02,2,38.14,20,0.61
5654,2022-11-02,1,53.16,22.81,0.54
5655,2022-11-03,4,34.97,21,0.556
5656,2022-11-03,3,42.18,20.7,0.742
5657,2022-11-03,4,47.71,15.62,-0.14
5658,2022-11-04,1,57.07,31.45,-0.071
5659,2022-11-04,2,41.22,19.65,0.341
5660,2022-11-04,4,29.45,13.13,-0.123
5661,2022-11-04,3,44.57,26.09,0.127
5662,2022-11-04,3,40.22,19.42,0.539
5663,2022-11-04,5,51.6,15.77,0.241
5664,2022-11-04,5,52.5,13.36,-0.552
5665,2022-11-04,5,46.68,11.33,0.393
5666,2022-11-04,3,47.34,21.29,0.636
5667,2022-11-04,3,40.21,20.32,-0.186
5668,2022-11-04,3,52.97,21.16,-0.024
5669,2022-11-04,1,49.82,25.96,-0.141
5670,2022-11-04,4,51.35,20.51,-0.236
5671,2022-11-05,2,45.88,27.21,-0.053
5672,2022-11-05,5,52.5,16.01,0.526
5673,2022-11-05,2,40.8,27.86,0.059
5674,2022-11-05,1,50.2,26.71,0.245
5675,2022-11-05,1,49.07,27.77,-0.076
5676,2022-11-05,1,39.3,29.3,0.339
5677,2022-11-06,4,37.85,14.89,0.166
5678,2022-11-06,4,38.34,14.87,-0.074
5679,2022-11-06,2,59.19,19.79,0.589
5680,2022-11-06,3,47.15,22.94,0.067
5681,2022-11-06,1,45.54,26.17,0.554
5682,2022-11-07,3,44.24,18.92,-0.586
5683,2022-11-07,2,43.48,22.55,0.016
5684,2022-11-07,4,49.48,20.48,0.367
5685,2022-11-08,3,54.71,17.37,0.256
5686,2022-11-08,3,50.46,22.09,0.588
5687,2022-11-08,1,39.13,22.58,0.374
5688,2022-11-08,3,34.45,22.43,0.286
5689,2022-11-08,1,48.24,28.42,0.381
5690,2022-11-08,3,38.14,22.28,0.162
5691,2022-11-09,3,42.38,16.15,-0.066
5692,2022-11-09,2,53.87,28.17,0.03
5693,2022-11-10,4,35.97,11.27,0.231
5694,2022-11-10,5,68.14,14.31,0.604
5695,2022-11-10,4,52.86,14.69,0.187
5696,2022-11-10,2,49.76,29.81,0.183
5697,2022-11-10,4,46.18,13.88,0.811
5698,2022-11-10,4,34.68,18.68,0.58
5699,2022-11-10,5,42.47,11.48,0.418
5700,2022-11-10,3,42.24,19.94,0.085
5701,2022-11-10,1,49,25.08,0.356
5702,2022-11-10,3,41.37,25,0.067
5703,2022-11-10,4,33.63,14.9,0.656
5704,2022-11-11,2,52.43,25.79,-0.025
5705,2022-11-11,5,57.94,8.02,0.685
5706,2022-11-11,3,35.43,17.17,-0.308
5707,2022-11-11,1,45.51,31.05,0.185
5708,2022-11-12,4,45.45,13.84,0.347
5709,2022-11-12,5,69.23,14.39,0.459
5710,2022-11-12,1,42,27.03,0.084
5711,2022-11-12,4,24.18,22.96,-0.054
5712,2022-11-12,5,55.7,14.25,-0.151
5713,2022-11-12,5,72.18,20.97,0.591
5714,2022-11-12,1,37.55,29.24,0.606
5715,2022-11-13,2,54.49,20.64,-0.12
5716,2022-11-13,4,28.38,20.99,0.896
5717,2022-11-13,1,70.87,27.79,-0.537
5718,2022-11-13,1,50.76,30.15,0.307
5719,2022-11-13,5,63.48,9.47,0.312
5720,2022-11-13,5,55.26,12.25,0.376
5721,2022-11-13,5,65.39,15.6,-0.501
5722,2022-11-15,1,55.02,25.74,0.141
5723,2022-11-15,5,50.64,9.61,-0.347
5724,2022-11-15,4,20.11,17.84,0.577
5725,2022-11-15,4,32.73,18.32,0.355
5726,2022-11-15,2,40.13,21.8,0.293
5727,2022-11-16,1,57.3,26.41,0.193
5728,2022-11-16,5,57.14,14.48,0.389
5729,2022-11-16,4,31.72,16.72,0.887
5730,2022-11-16,5,71.92,11.46,0.199
5731,2022-11-16,1,49.01,22.42,0.547
5732,2022-11-16,2,53.71,22.52,0.666
5733,2022-11-16,3,44.93,23.49,0.234
5734,2022-11-17,5,56.51,18.26,0.56
5735,2022-11-17,4,50.01,15.15,0.351
5736,2022-11-17,2,42.18,24.63,0.426
5737,2022-11-17,3,42.58,19.21,0.148
5738,2022-11-17,1,50.61,32.57,-0.029
5739,2022-11-17,5,47.61,17.08,0.272
5740,2022-11-18,4,37.44,19.53,-0.014
5741,2022-11-18,1,41.32,28.64,0.25
5742,2022-11-18,3,38.95,23.79,0.418
5743,2022-11-18,5,45.89,16.34,0.362
5744,2022-11-19,2,47.05,23.45,0.794
5745,2022-11-19,1,54.26,28.64,0.356
5746,2022-11-19,5,41.35,15.55,0.47
5747,2022-11-19,1,55.74,23.42,0.833
5748,2022-11-20,2,35.17,24.78,0.052
5749,2022-11-20,5,59.67,9.91,0.126
5750,2022-11-20,5,63.77,11.5,0.104
5751,2022-11-21,3,52.14,15.84,-0.026
5752,2022-11-21,2,42.25,26.66,0.29
5753,2022-11-21,3,41.57,21.84,0.178
5754,2022-11-21,1,64.47,28.95,-0.526
5755,2022-11-21,3,36.75,20.45,0.037
5756,2022-11-21,3,39.43,25.36,0.449
5757,2022-11-21,2,48.25,21.21,0.428
5758,2022-11-22,2,38.29,20.03,0.091
5759,2022-11-22,3,51.82,25.41,0.687
5760,2022-11-22,5,46.4,12.46,0.041
5761,2022-11-22,2,49.93,26.71,0.223
5762,2022-11-22,5,37.47,6,0.311
5763,2022-11-22,1,47.53,30.12,0.66
5764,2022-11-23,1,44.74,23.89,-0.337
5765,2022-11-23,3,42.96,21.95,0.318
5766,2022-11-23,1,44.77,25.07,0.411
5767,2022-11-23,3,45.94,17.4,-0.037
5768,2022-11-23,3,36.64,18.16,0.258
5769,2022-11-23,2,46.62,25.92,0.344
5770,2022-11-23,1,48.49,24.94,0.54
5771,2022-11-24,3,36.78,18.94,0.445
5772,2022-11-24,2,35.7,25.99,0.05
5773,2022-11-24,2,56.21,26.31,0.047
5774,2022-11-24,4,35.82,14.98,0.288
5775,2022-11-25,2,40.46,27.76,0.73
5776,2022-11-25,4,39.37,17.3,0.745
5777,2022-11-26,3,43.17,16.74,0.393
5778,2022-11-26,3,44.48,17.61,1
5779,2022-11-27,4,37.62,10.97,0.012
5780,2022-11-27,5,51.74,11.87,0.128
5781,2022-11-27,4,48.16,18.98,-0.031
5782,2022-11-27,4,50.45,15.35,0.037
5783,2022-11-27,4,38.17,14.14,0.668
5784,2022-11-28,5,43.85,13.11,0.496
5785,2022-11-28,2,42.34,25.17,0.595
5786,2022-11-28,4,42.46,15.25,-0.011
5787,2022-11-28,1,56.48,23.19,0.13
5788,2022-11-28,3,48.02,22.81,0.06
5789,2022-11-28,3,53.24,22.56,0.887
5790,2022-11-29,1,43.38,26.5,0.184
5791,2022-11-29,2,55.95,20.57,-0.199
5792,2022-11-29,4,27.31,16.67,0.333
5793,2022-11-29,5,60.05,14.69,0.123
5794,2022-11-29,4,35.74,15.98,-0.051
5795,2022-11-29,3,40.93,20.94,0.191
5796,2022-11-29,5,49.92,8.98,0.666
5797,2022-11-29,2,45.67,25.83,-0.39
5798,2022-11-30,1,58.61,28.55,0.127
5799,2022-11-30,2,51.48,29.75,0.019
5800,2022-11-30,2,50.27,21.94,0.237
5801,2022-11-30,5,73.72,9.45,0.216
5802,2022-11-30,3,48.54,23.33,0.084
5803,2022-12-01,2,57.47,24.19,0.569
5804,2022-12-01,5,51.67,9.13,0.386
5805,2022-12-01,3,42.64,17.87,-0.366
5806,2022-12-02,3,42.47,20.39,0.274
5807,2022-12-02,1,56.73,34.36,0.205
5808,2022-12-02,5,67.97,13.28,0.553
5809,2022-12-02,5,59.53,12.9,0.57
5810,2022-12-02,3,45.99,22.49,-0.351
5811,2022-12-02,5,51.39,13.25,0.272
5812,2022-12-02,1,54.71,29.27,0.535
5813,2022-12-02,1,50.71,25.25,0.416
5814,2022-12-03,3,50.32,16.91,0.033
5815,2022-12-03,2,56.49,22.97,0.783
5816,2022-12-03,4,35.72,13.31,0.119
5817,2022-12-04,1,53.86,26.94,0.658
5818,2022-12-04,2,54.73,24.18,0.055
5819,2022-12-04,2,46.24,21.58,-0.033
5820,2022-12-04,4,42.06,8.25,0.045
5821,2022-12-04,2,43.38,22.44,0.517
5822,2022-12-04,5,53.41,12.03,-0.242
5823,2022-12-04,4,37.54,13.26,0.048
5824,2022-12-04,5,58.91,6.12,0.89
5825,2022-12-04,5,35.37,11.45,0.261
5826,2022-12-04,4,23.87,17.54,-0.004
5827,2022-12-06,5,63.67,12.39,-0.109
5828,2022-12-06,3,46.15,24.95,0.356
5829,2022-12-06,2,40.21,21.09,-0.042
5830,2022-12-06,4,47.54,11.57,0.396
5831,2022-12-06,1,52.68,27.63,-0.052
5832,2022-12-07,2,49.85,25.72,0.281
5833,2022-12-07,3,32.97,18.46,-0.276
5834,2022-12-07,3,45.17,18.73,-0.109
5835,2022-12-07,1,41.39,26.15,0.028
5836,2022-12-07,4,35.92,15.47,-0.042
5837,2022-12-07,2,50.56,23.76,0.502
5838,2022-12-07,4,37.72,15.34,-0.188
5839,2022-12-08,3,43.65,18.41,0.182
5840,2022-12-08,2,52.28,28.24,-0.18
5841,2022-12-08,4,47.76,10.9,-0.269
5842,2022-12-08,4,25.35,17.73,0.389
5843,2022-12-09,2,45.4,20.68,0.002
5844,2022-12-09,3,48.91,21.04,0.594
5845,2022-12-09,3,46.18,23.37,-0.28
5846,2022-12-09,4,46.46,13.81,0.629
5847,2022-12-10,1,64.02,26.54,0.052
5848,2022-12-10,1,32.77,23.87,-0.149
5849,2022-12-10,5,47.81,16.97,0.23
5850,2022-12-10,5,57.7,11.26,-0.267
5851,2022-12-11,2,56.41,25.44,0.333
5852,2022-12-11,4,22.88,14.36,0.136
5853,2022-12-11,4,67.66,16.82,0.263
5854,2022-12-11,1,59.93,32.47,0.187
5855,2022-12-12,2,41.91,18.44,0.374
5856,2022-12-12,1,45.66,24.94,0.131
5857,2022-12-12,3,43.78,23.07,0.187
5858,2022-12-12,5,32.13,14.67,0.127
5859,2022-12-12,4,53.83,17.03,0.301
5860,2022-12-13,3,39.21,19.26,0.075
5861,2022-12-13,1,44.36,27.06,0.817
5862,2022-12-13,3,31.08,13.43,0.079
5863,2022-12-13,4,35.26,16.28,0.231
5864,2022-12-13,3,42.16,20.48,0.091
5865,2022-12-13,3,39.45,22.07,0.38
5866,2022-12-13,5,42.34,13.79,0.899
5867,2022-12-14,4,29.16,12.98,0.381
5868,2022-12-14,5,66.17,12.72,-0.122
5869,2022-12-14,2,47.99,21.66,0.066
5870,2022-12-14,2,45.41,26.62,0.783
5871,2022-12-14,5,53.55,21.35,0.512
5872,2022-12-14,3,49.84,18.4,0.27
5873,2022-12-14,5,49.16,9.06,-0.185
5874,2022-12-14,4,43.96,16.67,0.333
5875,2022-12-15,5,40.28,17.74,0.104
5876,2022-12-15,5,53.98,14.81,0.06
5877,2022-12-16,4,38.53,14.38,0.206
5878,2022-12-16,4,44.4,12.79,0.103
5879,2022-12-16,4,33.25,17.94,0.298
5880,2022-12-16,1,59.76,25.21,0.641
5881,2022-12-16,2,51.63,24.69,0.344
5882,2022-12-16,3,47.22,14.1,0.023
5883,2022-12-16,1,56.57,22.48,-0.287
5884,2022-12-17,4,19.49,20.08,-0.021
5885,2022-12-17,2,51.73,21.48,0.49
5886,2022-12-17,1,50.23,26.92,0.425
5887,2022-12-17,1,46.76,28.42,0.277
5888,2022-12-17,4,30.61,19.32,0.625
5889,2022-12-17,5,58.39,13.87,0.231
5890,2022-12-18,1,46.83,31.47,-0.049
5891,2022-12-18,4,46.75,21.31,0.157
5892,2022-12-19,4,26.41,15.77,0.212
5893,2022-12-19,1,58.12,30.97,0.562
5894,2022-12-19,1,35.15,28.62,0.351
5895,2022-12-19,3,46.66,20.49,0.098
5896,2022-12-19,5,45.67,15.45,0.29
5897,2022-12-19,5,38.64,8.5,0.362
5898,2022-12-19,2,40.22,20.92,0.483
5899,2022-12-19,2,39.97,26.51,0.476
5900,2022-12-20,2,45.83,27.55,-0.169
5901,2022-12-20,5,53.97,20.2,0.382
5902,2022-12-20,2,60.41,23.32,0.769
5903,2022-12-20,5,64.07,14.87,0.605
5904,2022-12-20,4,36.58,24.2,0.281
5905,2022-12-21,4,41.29,18.18,0.091
5906,2022-12-21,3,39.24,17.15,0.23
5907,2022-12-21,3,38.85,20.54,0.366
5908,2022-12-22,5,34.34,17.57,-0.347
5909,2022-12-22,4,47.41,17.15,-0.197
5910,2022-12-22,2,54.14,18.93,0.289
5911,2022-12-22,3,40.68,20.71,-0.001
5912,2022-12-22,1,58.31,29.98,-0.233
5913,2022-12-22,4,36.36,17.84,-0.074
5914,2022-12-23,5,63.82,9.59,0.211
5915,2022-12-23,1,49.29,19.46,-0.284
5916,2022-12-23,4,37.26,17.04,0.235
5917,2022-12-24,1,46.8,29.45,0.062
5918,2022-12-24,4,27.34,10.25,0.247
5919,2022-12-24,4,39.44,17.25,-0.262
5920,2022-12-24,3,48.15,23.82,0.709
5921,2022-12-24,2,54.62,24.37,0.392
5922,2022-12-24,1,46.85,30.44,0.263
5923,2022-12-24,3,29.73,22.36,0.373
5924,2022-12-24,4,41.75,17.99,-0.448
5925,2022-12-24,2,51.24,19.01,-0.003
5926,2022-12-25,1,50.17,24.66,-0.291
5927,2022-12-25,1,46.71,26.26,0.136
5928,2022-12-25,5,39.17,17.83,0.378
5929,2022-12-25,5,47.89,12.14,0.173
5930,2022-12-25,2,32.87,27.64,0.395
5931,2022-12-25,5,60.62,18.87,-0.394
5932,2022-12-25,1,55.45,25.27,0.201
5933,2022-12-26,1,49.27,25.63,0.167
5934,2022-12-26,5,61.19,13.23,0.188
5935,2022-12-26,2,42.67,24.55,0.187
5936,2022-12-27,1,50.62,24.05,0.17
5937,2022-12-28,5,64.01,18.56,0.159
5938,2022-12-28,4,56.97,15.5,0.006
5939,2022-12-28,1,59.23,23.93,0.566
5940,2022-12-28,2,52.83,26.79,0.209
5941,2022-12-28,5,58.19,13.45,0.636
5942,2022-12-29,2,50.84,23.4,0.322
5943,2022-12-29,5,57.58,9.68,0.437
5944,2022-12-29,4,39.49,18.63,0.416
5945,2022-12-29,2,48.75,22.22,0.648
5946,2022-12-29,3,34.79,16.58,0.352
5947,2022-12-30,4,41.93,16.32,0.261
5948,2022-12-30,5,63.81,12.93,0.1
5949,2022-12-30,2,65.48,21.47,0.269
5950,2022-12-30,4,37.29,12.81,0.008
5951,2022-12-31,1,44.76,29.37,0.587
5952,2022-12-31,5,37.07,13.86,0.47
5953,2022-12-31,3,42.81,20.67,0.551
5954,2022-12-31,3,39.55,20.79,0.116
5955,2022-12-31,2,50.13,23.73,0.271
5956,2022-12-31,3,40.3,15.26,0.724
5957,2023-01-01,5,64.56,10.81,0.415
5958,2023-01-01,1,39.38,28.41,0.278
5959,2023-01-01,1,55.72,27.99,-0.11
5960,2023-01-01,1,39.54,23.64,0.413
5961,2023-01-01,4,36.99,14.07,0.196
5962,2023-01-02,1,50.45,28.96,-0.116
5963,2023-01-02,1,48.64,21.34,-0.074
5964,2023-01-02,2,42.09,22.24,0.23
5965,2023-01-02,5,56.05,7.04,-0.206
5966,2023-01-03,2,38.59,23.24,-0.135
5967,2023-01-03,1,47.58,28.8,0.481
5968,2023-01-03,5,48.06,14.09,-0.171
5969,2023-01-03,5,45,20.12,0.024
5970,2023-01-04,3,38.11,15.64,-0.095
5971,2023-01-04,1,39.18,30.62,-0.017
5972,2023-01-04,5,61.03,12.6,-0.506
5973,2023-01-04,1,47.66,24.67,0.203
5974,2023-01-04,1,55.81,28.05,0.355
5975,2023-01-04,1,64.99,24.64,0.221
5976,2023-01-04,1,42.43,26.18,0.142
5977,2023-01-05,5,70.91,13.95,0.063
5978,2023-01-05,4,31.27,19.17,-0.443
5979,2023-01-05,4,33.02,16.98,-0.224
5980,2023-01-05,3,28.21,23.88,0.172
5981,2023-01-06,3,50.85,25.05,0.495
5982,2023-01-06,4,32.12,14.77,0.155
5983,2023-01-06,2,47.39,24.13,-0.207
5984,2023-01-06,5,38.52,18.78,0.619
5985,2023-01-06,5,44.84,17.01,-0.294
5986,2023-01-06,3,39.15,16.84,-0.112
5987,2023-01-07,5,37.58,13.27,-0.145
5988,2023-01-07,4,33.31,19.86,-0.188
5989,2023-01-07,2,53.89,23.45,-0.337
5990,2023-01-07,2,36.01,24.67,-0.031
5991,2023-01-07,4,52.09,15.26,0.168
5992,2023-01-08,1,40.07,29.71,0.074
5993,2023-01-08,3,34.15,20.17,-0.275
5994,2023-01-08,1,57.17,24.17,0.37
5995,2023-01-09,5,41.97,18.6,-0.449
5996,2023-01-09,3,44.28,20.12,-0.164
5997,2023-01-09,5,59.23,13.27,0.094
5998,2023-01-10,4,51.74,15.95,0.122
5999,2023-01-10,2,39.31,23.88,0.356
6000,2023-01-10,2,52.06,24.17,-0.218
6001,2023-01-10,5,68.59,15.3,-0.306
6002,2023-01-10,3,48.24,24.11,-0.46
6003,2023-01-10,1,49.71,23.06,0.468
6004,2023-01-11,3,38.45,17.86,0.205
6005,2023-01-11,2,46.72,23.53,-0.277
6006,2023-01-11,3,46.38,16.94,-0.041
6007,2023-01-12,1,45.14,24.9,-0.141
6008,2023-01-12,2,40.27,23.18,0.398
6009,2023-01-12,2,48.12,29.25,-0.028
6010,2023-01-13,3,35.82,20.34,0.222
6011,2023-01-13,4,47.8,14.89,-0.084
6012,2023-01-13,1,48.88,29.8,0.131
6013,2023-01-13,2,55.09,25.98,0.077
6014,2023-01-14,5,48.62,11.29,0.288
6015,2023-01-14,5,48.98,11.04,-0.149
6016,2023-01-14,1,56.51,23.14,-0.368
6017,2023-01-14,4,34.65,13.15,-0.463
6018,2023-01-14,3,35.12,26.59,0.351
6019,2023-01-14,1,59,25.37,0.228
6020,2023-01-14,2,36.16,23.37,0.314
6021,2023-01-14,5,39.27,11.32,0.171
6022,2023-01-14,5,52.01,17.08,-0.155
6023,2023-01-14,2,39.29,23.39,0.34
6024,2023-01-14,5,59.16,14.01,0.047
6025,2023-01-15,5,49.82,8.65,-0.04
6026,2023-01-15,1,27.8,24.82,0.047
6027,2023-01-15,2,44.65,24.59,0.267
6028,2023-01-15,5,48.53,14.41,0.181
6029,2023-01-15,2,37.1,22.1,-0.247
6030,2023-01-16,5,52.79,14.24,0.061
6031,2023-01-16,1,57.22,30.08,0.073
6032,2023-01-16,4,41.3,16.46,-0.401
6033,2023-01-17,1,53.71,26.87,-0.532
6034,2023-01-17,1,55.4,26.46,0.055
6035,2023-01-17,4,36.64,22.44,-0.38
6036,2023-01-17,4,43.03,14.77,0.105
6037,2023-01-17,3,38.46,18.98,0.13
6038,2023-01-17,1,55.23,28.32,0.18
6039,2023-01-18,3,48.08,28.07,0.631
6040,2023-01-18,4,53.36,18.59,0.274
6041,2023-01-18,2,39.89,26.02,-0.103
6042,2023-01-18,3,37.77,24.28,-0.307
6043,2023-01-18,5,59.02,10.92,0.272
6044,2023-01-18,4,44.59,16.64,-0.384
6045,2023-01-18,5,36.76,14.89,-0.056
6046,2023-01-18,2,40.82,22.1,0.299
6047,2023-01-19,5,59.2,13.17,-0.31
6048,2023-01-19,3,30.49,19.62,0.029
6049,2023-01-19,2,36.73,27.43,0.19
6050,2023-01-19,1,36.95,24.02,-0.139
6051,2023-01-20,4,28.2,19.22,-0.06
6052,2023-01-20,1,55.99,29.77,0.209
6053,2023-01-20,1,43.97,26.19,0.301
6054,2023-01-20,3,33.46,24.41,-0.492
6055,2023-01-20,4,48.43,13.13,-0.18
6056,2023-01-20,4,34.14,20.55,-0.068
6057,2023-01-20,2,45.25,26.94,0.382
6058,2023-01-20,2,40.22,21.51,-0.073
6059,2023-01-21,4,37.58,18.11,0.277
6060,2023-01-21,4,50.21,15.18,-0.257
6061,2023-01-21,3,35.07,19.39,-0.532
6062,2023-01-21,5,49.16,16.61,0
6063,2023-01-22,2,27.38,22.3,-0.179
6064,2023-01-22,3,50.25,17.7,-0.17
6065,2023-01-22,2,48.2,21.68,0.034
6066,2023-01-22,4,43.36,11.92,-0.267
6067,2023-01-22,3,37.57,20.95,-0.193
6068,2023-01-22,1,58.37,23.18,-0.277
6069,2023-01-23,3,39.48,23.56,0.021
6070,2023-01-23,4,36.88,10.63,-0.166
6071,2023-01-23,1,54.74,24.54,0.085
6072,2023-01-23,4,51.45,9.84,0.437
6073,2023-01-23,3,44.48,24.59,-0.295
6074,2023-01-23,3,45.68,16.27,-0.156
6075,2023-01-23,2,47.08,28.45,0.134
6076,2023-01-23,3,31.84,20.37,-0.104
6077,2023-01-24,4,34.75,15.09,0.7
6078,2023-01-24,4,32.47,14.21,0.277
6079,2023-01-24,3,44.21,24.5,0.171
6080,2023-01-25,1,43.97,21.21,0.204
6081,2023-01-25,2,39.44,20.23,0.303
6082,2023-01-25,1,49.1,24.98,-0.451
6083,2023-01-25,4,40.7,18.83,-0.302
6084,2023-01-26,2,49.81,24.46,0.267
6085,2023-01-26,3,39.33,19.44,-0.016
6086,2023-01-26,5,56.32,14.32,-0.575
6087,2023-01-27,3,47.11,20.4,0.211
6088,2023-01-27,1,51.23,26.13,0.267
6089,2023-01-27,5,48.66,14.62,0.076
6090,2023-01-27,5,63.54,21.33,0.084
6091,2023-01-27,2,52.49,22.65,0.314
6092,2023-01-28,3,35.05,19.33,-0.448
6093,2023-01-28,4,46.51,17.25,-0.15
6094,2023-01-28,1,69.88,20.91,-0.259
6095,2023-01-29,1,48.02,24.98,-0.082
6096,2023-01-29,4,46.58,21.12,0.156
6097,2023-01-29,3,47.97,17.35,-0.25
6098,2023-01-29,5,68.57,14.44,0.212
6099,2023-01-29,5,47.34,12.53,-0.178
6100,2023-01-30,2,47.33,21.51,-0.107
6101,2023-01-30,3,49.91,23.99,0.137
6102,2023-01-30,4,49.13,14.53,-0.333
6103,2023-01-30,5,59.4,18.68,-0.092
6104,2023-01-30,1,57.88,26.01,0.132
6105,2023-01-30,2,41.24,27.14,-0.446
6106,2023-01-30,4,46.91,17.76,0.458
6107,2023-01-31,5,47.24,13.1,0.067
6108,2023-01-31,1,52.15,26.67,0.25
6109,2023-01-31,3,36.42,22.19,-0.569
6110,2023-01-31,2,39.43,22.76,0.68
6111,2023-01-31,5,63.08,15.33,-0.053
6112,2023-01-31,2,46.4,21.3,-0.762
6113,2023-01-31,1,53.66,26.71,0.522
6114,2023-02-01,4,29.88,13.83,0.017
6115,2023-02-01,2,35.81,26.08,-0.036
6116,2023-02-01,2,43.17,18.92,-0.33
6117,2023-02-02,4,27.69,13.65,0.358
6118,2023-02-02,5,59.73,10.44,0.242
6119,2023-02-02,2,39.15,20.18,-0.289
6120,2023-02-02,2,48.29,25.44,-0.288
6121,2023-02-02,5,61.66,14.28,-0.148
6122,2023-02-02,4,21.11,19.71,-0.091
6123,2023-02-03,5,58.09,15.15,0.508
6124,2023-02-03,5,58.24,12.33,0.22
6125,2023-02-03,4,28.4,17.84,0.008
6126,2023-02-03,5,45.31,12.89,-0.17
6127,2023-02-04,2,52.76,21.84,0.214
6128,2023-02-04,4,47.31,19.57,0.357
6129,2023-02-04,1,51.88,25.27,0.097
6130,2023-02-04,4,36.1,15.21,-0.051
6131,2023-02-05,5,59.8,18.23,0.304
6132,2023-02-05,5,60.52,14.34,-0.237
6133,2023-02-05,4,42.85,12.01,0.241
6134,2023-02-05,5,52.43,7.78,-0.348
6135,2023-02-05,3,34.24,19.83,-0.055
6136,2023-02-05,1,40.69,30.49,0.116
6137,2023-02-05,2,58.42,25.19,-0.263
6138,2023-02-06,1,42.46,26.49,-0.142
6139,2023-02-06,5,49.03,15.33,-0.031
6140,2023-02-07,2,47.18,23.42,0.371
6141,2023-02-07,1,54.14,21.45,-0.05
6142,2023-02-07,5,37.34,16.52,-0.602
6143,2023-02-07,2,30.27,23.58,-0.19
