id,observation_date,temperature,precipitation_level,humidity,weather_condition_code
4377,2022-03-16,9.6,3.4,88,Rainy
4378,2022-03-16,21,4.4,50.2,Rainy
4379,2022-03-16,5.6,3.6,68.4,Rainy
4380,2022-03-16,12.6,6.7,54.9,Cloudy
4381,2022-03-16,14.2,8.9,54.2,Windy
4382,2022-03-17,15,8.6,75.9,Sunny
4383,2022-03-17,12.9,10.6,50.5,Rainy
4384,2022-03-17,6.6,8.4,69.6,Sunny
4385,2022-03-17,20.3,13.7,50,Rainy
4386,2022-03-17,17.9,2.5,35.9,Foggy
4387,2022-03-17,19.6,3.5,85.6,Rainy
4388,2022-03-17,10.3,1.4,77.1,Windy
4389,2022-03-18,15.9,6,56.1,Sunny
4390,2022-03-18,25.1,1.9,71,Stormy
4391,2022-03-19,15.6,6,46,Foggy
4392,2022-03-19,8.9,5.5,80.3,Foggy
4393,2022-03-19,23.4,4.2,61,Sunny
4394,2022-03-19,12.8,7.4,55.3,Cloudy
4395,2022-03-20,17.8,10.7,78.7,Rainy
4396,2022-03-20,4.7,12.5,61.7,Stormy
4397,2022-03-20,19.4,4.9,62.5,Rainy
4398,2022-03-20,0.1,2.8,40.9,Sunny
4399,2022-03-20,17.9,4.5,33.6,Windy
4400,2022-03-21,7.2,4.3,59.2,Sunny
4401,2022-03-21,5.7,3.6,78.8,Foggy
4402,2022-03-21,20.8,5.8,54.1,Rainy
4403,2022-03-21,15.8,4.9,50.2,Snowy
4404,2022-03-21,16.9,9.2,58.4,Stormy
4405,2022-03-21,13,8.4,60.6,Sunny
4406,2022-03-22,20,7.2,70.9,Rainy
4407,2022-03-23,5.9,2.5,56.5,Rainy
4408,2022-03-23,15.1,4.9,81.8,Cloudy
4409,2022-03-23,12,7,54.5,Cloudy
4410,2022-03-23,13,0.5,42.3,Sunny
4411,2022-03-24,18.3,1.2,57.6,Rainy
4412,2022-03-24,11.7,0,76.2,Rainy
4413,2022-03-24,28,9.5,69.1,Sunny
4414,2022-03-24,25.8,9.2,63.5,Cloudy
4415,2022-03-24,25.5,1.3,84.2,Windy
4416,2022-03-25,14.1,13.4,69.7,Stormy
4417,2022-03-25,9.6,1,72.5,Stormy
4418,2022-03-25,12.2,6.9,72.4,Stormy
4419,2022-03-25,22,9.8,73.4,Stormy
4420,2022-03-26,14.8,2.8,52,Cloudy
4421,2022-03-26,18.9,4.9,83.3,Sunny
4422,2022-03-26,21.2,1.2,69.7,Rainy
4423,2022-03-26,11.8,3,69.9,Sunny
4424,2022-03-27,21.5,8.4,65.9,Windy
4425,2022-03-27,19.8,4.8,84.9,Rainy
4426,2022-03-27,7.2,2.9,50.7,Cloudy
4427,2022-03-27,18.1,1.3,96.5,Rainy
4428,2022-03-28,11,11.7,74.3,Sunny
4429,2022-03-28,16.3,2.1,35.7,Cloudy
4430,2022-03-28,11.4,13.1,56.1,Cloudy
4431,2022-03-28,8.2,7.1,68.8,Cloudy
4432,2022-03-28,11.7,7.8,79.6,Windy
4433,2022-03-28,9.2,0,81.7,Rainy
4434,2022-03-29,23.1,4,51.4,Windy
4435,2022-03-29,16.8,17.4,73.9,Rainy
4436,2022-03-29,18.5,12,69.8,Rainy
4437,2022-03-29,15.4,9.3,78.3,Sunny
4438,2022-03-30,17.2,0,68.2,Foggy
4439,2022-03-30,10.7,8.6,42.6,Sunny
4440,2022-03-30,3.6,4.9,52.1,Sunny
4441,2022-03-30,18.9,15.2,52.3,Stormy
4442,2022-03-30,14.9,11.1,55.9,Rainy
4443,2022-03-31,25.6,10.4,74.4,Rainy
4444,2022-03-31,15.6,3.3,69,Rainy
4445,2022-03-31,17.2,1.6,51.8,Foggy
4446,2022-03-31,4,6.8,58.1,Cloudy
4447,2022-03-31,21,1.9,59.9,Cloudy
4448,2022-04-01,18.4,4.5,86.8,Foggy
4449,2022-04-01,17.9,6,64.2,Rainy
4450,2022-04-01,14.4,2.7,47.3,Sunny
4451,2022-04-01,16,2.8,74.3,Snowy
4452,2022-04-02,5.2,10.3,67.3,Foggy
4453,2022-04-02,22,6.5,77.9,Cloudy
4454,2022-04-02,9.8,11,61.1,Cloudy
4455,2022-04-02,23.8,2.9,55.2,Sunny
4456,2022-04-02,8,5.1,41.4,Windy
4457,2022-04-03,20.3,9,69.9,Rainy
4458,2022-04-03,18,4.6,60.9,Foggy
4459,2022-04-03,19.5,9.8,80.5,Windy
4460,2022-04-03,16.9,6.2,72,Foggy
4461,2022-04-04,13.3,6.4,55.6,Sunny
4462,2022-04-04,18.6,1.7,41,Sunny
4463,2022-04-04,15.1,10.1,70.4,Cloudy
4464,2022-04-04,17.9,5.2,80.8,Cloudy
4465,2022-04-04,11.5,6.1,60.5,Rainy
4466,2022-04-04,16.8,1.3,57.1,Sunny
4467,2022-04-04,5.4,8.6,60,Rainy
4468,2022-04-04,18.9,1.1,73.6,Cloudy
4469,2022-04-05,12.6,9.9,86.5,Rainy
4470,2022-04-05,14.5,1.5,48.8,Sunny
4471,2022-04-05,21.2,11.5,78.9,Windy
4472,2022-04-06,15,12.2,58.3,Sunny
4473,2022-04-06,7.3,7.8,56.9,Rainy
4474,2022-04-06,22.3,9.3,64.8,Cloudy
4475,2022-04-06,12.3,5.9,69.5,Rainy
4476,2022-04-06,8.3,3.2,54.5,Stormy
4477,2022-04-07,4.5,10.6,82.5,Snowy
4478,2022-04-07,15.7,8.7,71.8,Rainy
4479,2022-04-07,19.3,10.3,69.6,Rainy
4480,2022-04-07,12.4,14.5,86,Sunny
4481,2022-04-07,22,7.4,43.3,Rainy
4482,2022-04-08,8.5,2.7,59.7,Rainy
4483,2022-04-08,13.5,3.4,69.7,Cloudy
4484,2022-04-08,10.8,4.6,49.2,Sunny
4485,2022-04-08,7.8,7,63.8,Rainy
4486,2022-04-08,18.8,8.2,64,Rainy
4487,2022-04-08,16.3,11.2,73.3,Windy
4488,2022-04-08,13,0.9,68.8,Cloudy
4489,2022-04-08,18.4,2.5,78.9,Cloudy
4490,2022-04-08,23,9.8,86.8,Rainy
4491,2022-04-08,18.8,4.5,79,Sunny
4492,2022-04-09,14.2,4.7,79.8,Cloudy
4493,2022-04-09,11.7,7.1,81.9,Rainy
4494,2022-04-09,14.3,5.4,71.9,Sunny
4495,2022-04-09,8.5,5,51.5,Rainy
4496,2022-04-10,14.2,6.3,74.4,Rainy
4497,2022-04-10,9.9,0,72.8,Cloudy
4498,2022-04-10,12.8,13.5,66.6,Foggy
4499,2022-04-10,16.1,7.3,57.1,Sunny
4500,2022-04-10,12.5,9.4,77,Cloudy
4501,2022-04-10,23,7.4,63.7,Sunny
4502,2022-04-10,3.6,3.5,49.3,Cloudy
4503,2022-04-10,17.3,11.7,59.9,Sunny
4504,2022-04-11,16.5,7.7,48.5,Windy
4505,2022-04-11,17.4,3.4,73.9,Windy
4506,2022-04-11,9.7,7.1,56.7,Windy
4507,2022-04-11,10.5,4,60.4,Cloudy
4508,2022-04-11,14.7,5.4,51,Rainy
4509,2022-04-11,19.6,11.3,50.4,Foggy
4510,2022-04-11,14.8,2,60.7,Windy
4511,2022-04-11,15.5,0,60.6,Sunny
4512,2022-04-11,17.5,9.6,61,Sunny
4513,2022-04-12,28.7,5.9,43.6,Sunny
4514,2022-04-12,16.7,1.3,69.9,Cloudy
4515,2022-04-12,11.1,10.4,59.7,Rainy
4516,2022-04-12,7.4,12.2,46.7,Stormy
4517,2022-04-12,15.5,10.3,62.1,Cloudy
4518,2022-04-12,11.3,10.6,77.2,Cloudy
4519,2022-04-12,12.4,4.8,70.1,Cloudy
4520,2022-04-13,22.1,5.7,79.3,Sunny
4521,2022-04-13,8,9.2,57.8,Rainy
4522,2022-04-13,11.7,8.6,76,Rainy
4523,2022-04-13,12.1,4,50.8,Rainy
4524,2022-04-13,22.3,4,69.7,Sunny
4525,2022-04-13,13.2,5.1,68.9,Sunny
4526,2022-04-13,22.3,4.7,74.9,Foggy
4527,2022-04-13,9.6,7.6,51.3,Windy
4528,2022-04-13,8.8,9.4,69.6,Sunny
4529,2022-04-14,22.9,2.4,61.2,Rainy
4530,2022-04-14,13.1,4.1,57.5,Sunny
4531,2022-04-14,15.5,5.7,74.3,Stormy
4532,2022-04-14,10.2,10.4,49.5,Foggy
4533,2022-04-14,17,9.5,60.6,Cloudy
4534,2022-04-14,15.4,5.2,66.8,Rainy
4535,2022-04-15,17.1,5.6,56.3,Rainy
4536,2022-04-15,12.8,5.7,77.1,Windy
4537,2022-04-15,20.9,10.3,55.9,Windy
4538,2022-04-16,14.7,0,64.5,Sunny
4539,2022-04-16,20.7,11.8,67.1,Foggy
4540,2022-04-17,19,2.4,62.1,Rainy
4541,2022-04-17,10,7.3,60.9,Sunny
4542,2022-04-17,13.6,5.3,74.5,Stormy
4543,2022-04-17,11.4,10.2,49.5,Cloudy
4544,2022-04-17,8.7,1.4,30.3,Cloudy
4545,2022-04-18,19.4,7.1,71.6,Stormy
4546,2022-04-18,11.3,3.7,56.4,Cloudy
4547,2022-04-18,16.3,6.6,77.8,Cloudy
4548,2022-04-18,10.3,1.7,73.3,Foggy
4549,2022-04-19,15.8,0,59.1,Sunny
4550,2022-04-19,11.9,2.9,76.4,Rainy
4551,2022-04-19,19.8,7.5,55.6,Sunny
4552,2022-04-19,7.9,9.2,72.8,Sunny
4553,2022-04-19,19.7,9.1,52.4,Sunny
4554,2022-04-19,9.6,3.1,71.4,Sunny
4555,2022-04-20,10.5,10,82,Rainy
4556,2022-04-20,7.8,8.2,55.5,Cloudy
4557,2022-04-20,0.8,3.8,89.7,Cloudy
4558,2022-04-20,5,9.6,55.3,Rainy
4559,2022-04-20,9.1,6.6,65.3,Rainy
4560,2022-04-20,20.2,10.3,70.3,Rainy
4561,2022-04-21,14.2,1.8,59.3,Rainy
4562,2022-04-22,11.1,4.8,71.7,Sunny
4563,2022-04-22,16.9,3.7,67.8,Foggy
4564,2022-04-22,25.2,7.5,64,Sunny
4565,2022-04-22,10.9,7,78.8,Cloudy
4566,2022-04-22,15.2,8.6,49.3,Cloudy
4567,2022-04-22,13.8,9.4,57.8,Rainy
4568,2022-04-22,7.9,0.5,73.5,Rainy
4569,2022-04-22,13.1,7.1,44,Rainy
4570,2022-04-23,15.1,3.9,73.8,Foggy
4571,2022-04-23,18.6,9.9,57.9,Stormy
4572,2022-04-23,11.6,7,80.4,Stormy
4573,2022-04-23,19.1,8,67.1,Foggy
4574,2022-04-23,15.7,3.2,63.8,Rainy
4575,2022-04-23,23.1,3.4,73.1,Sunny
4576,2022-04-23,17.4,9.9,55.9,Cloudy
4577,2022-04-24,9.9,4.3,54.5,Snowy
4578,2022-04-24,21.8,11.5,72,Sunny
4579,2022-04-24,15.3,7.2,58.4,Sunny
4580,2022-04-25,17.1,13.2,39.8,Sunny
4581,2022-04-25,21.8,2.8,70.2,Sunny
4582,2022-04-25,14.4,1.7,78.8,Sunny
4583,2022-04-25,15.5,4.8,53,Foggy
4584,2022-04-26,9.2,4.6,72.3,Cloudy
4585,2022-04-26,12.7,8.4,67.1,Windy
4586,2022-04-26,12.5,5.5,78.2,Rainy
4587,2022-04-26,14.2,10.2,85.6,Cloudy
4588,2022-04-26,9.6,14.1,77.9,Sunny
4589,2022-04-27,11.6,9.2,65.2,Rainy
4590,2022-04-27,9.8,7.4,45.6,Sunny
4591,2022-04-27,13.1,7.7,61.3,Cloudy
4592,2022-04-28,9.4,8.8,52.3,Sunny
4593,2022-04-28,22.4,1.8,71.1,Rainy
4594,2022-04-28,12.8,1.9,66.2,Rainy
4595,2022-04-28,13.4,6.7,50.1,Windy
4596,2022-04-28,19.7,13.3,50.3,Sunny
4597,2022-04-28,23,7.4,68.1,Stormy
4598,2022-04-28,19.8,1,88.9,Cloudy
4599,2022-04-28,10.2,0,73,Snowy
4600,2022-04-29,21.9,0.6,56,Rainy
4601,2022-04-29,20.2,0,50.5,Rainy
4602,2022-04-30,6.9,8.6,74.5,Windy
4603,2022-04-30,21.2,13.6,75.2,Sunny
4604,2022-04-30,19.9,7.3,72.9,Sunny
4605,2022-05-01,19,4.5,63.3,Windy
4606,2022-05-01,8.8,10.5,79.1,Sunny
4607,2022-05-01,18.3,9.5,73,Sunny
4608,2022-05-01,20.7,17,74.5,Rainy
4609,2022-05-01,19.2,14.7,78.6,Stormy
4610,2022-05-02,18.5,2,44.6,Rainy
4611,2022-05-02,8,6.7,60.7,Cloudy
4612,2022-05-02,13.5,10,67.9,Sunny
4613,2022-05-03,9.7,7.3,86.9,Sunny
4614,2022-05-03,13.8,9.2,47.5,Rainy
4615,2022-05-03,13.1,14.5,59.9,Rainy
4616,2022-05-03,8.9,4.8,71.8,Sunny
4617,2022-05-03,10.9,8,59.9,Sunny
4618,2022-05-03,18.5,10,40.7,Snowy
4619,2022-05-04,22.2,3.4,60.9,Sunny
4620,2022-05-04,12.9,7.4,70.5,Windy
4621,2022-05-04,18.3,10.1,63,Windy
4622,2022-05-04,24,6.4,59.9,Sunny
4623,2022-05-05,11.2,8.5,77,Cloudy
4624,2022-05-05,14.5,4.9,66.3,Sunny
4625,2022-05-05,21.7,5,67.9,Rainy
4626,2022-05-06,14.3,2.2,66.8,Foggy
4627,2022-05-06,12.3,6.6,70.4,Cloudy
4628,2022-05-06,15.2,3.4,68.3,Foggy
4629,2022-05-06,12.2,9.1,85.9,Windy
4630,2022-05-07,12.8,5.5,89,Cloudy
4631,2022-05-07,9.3,9.1,72.2,Sunny
4632,2022-05-07,12.7,10.7,70,Foggy
4633,2022-05-07,11.5,3,63.3,Rainy
4634,2022-05-08,19.7,7.2,57.9,Rainy
4635,2022-05-08,9.7,4.2,96.1,Cloudy
4636,2022-05-08,9.3,0.9,82.3,Rainy
4637,2022-05-08,8.4,3.9,75.9,Rainy
4638,2022-05-08,19.9,8.5,51,Foggy
4639,2022-05-08,10.6,6.4,71.2,Rainy
4640,2022-05-08,10,13.2,72.9,Sunny
4641,2022-05-08,14.9,4,77.4,Sunny
4642,2022-05-08,11.9,4.7,66.7,Rainy
4643,2022-05-09,17.1,14.1,66.8,Rainy
4644,2022-05-09,11.9,4.9,67.7,Cloudy
4645,2022-05-09,15.8,6.8,76.5,Foggy
4646,2022-05-09,11.9,12.9,85.6,Stormy
4647,2022-05-09,6.2,1,78.2,Rainy
4648,2022-05-09,15.3,3.2,40.8,Cloudy
4649,2022-05-10,15.4,0,73.7,Rainy
4650,2022-05-10,18.4,4.7,37,Windy
4651,2022-05-10,18.4,0,51.8,Rainy
4652,2022-05-10,10.4,8.2,57.5,Cloudy
4653,2022-05-10,17.9,0.1,61,Stormy
4654,2022-05-10,12.8,0,76.7,Stormy
4655,2022-05-10,12.8,8.9,74.8,Stormy
4656,2022-05-10,28.9,11.8,62.7,Stormy
4657,2022-05-11,-4,4.5,77.2,Cloudy
4658,2022-05-11,12.1,1.6,90.7,Stormy
4659,2022-05-11,21.1,4.8,77.8,Stormy
4660,2022-05-11,20.1,10.4,67.6,Rainy
4661,2022-05-11,13.5,2.2,58.6,Sunny
4662,2022-05-11,16,9.4,57,Sunny
4663,2022-05-11,7.3,4.6,69.9,Rainy
4664,2022-05-12,6.3,8.2,57.6,Cloudy
4665,2022-05-12,18.5,7.8,63,Rainy
4666,2022-05-12,17.8,5.6,82.5,Stormy
4667,2022-05-12,13.7,6.6,67.8,Rainy
4668,2022-05-12,15.4,9.6,56.6,Cloudy
4669,2022-05-12,15.4,5.9,73.6,Rainy
4670,2022-05-13,17.3,3.9,55.1,Cloudy
4671,2022-05-13,15.9,9,67.9,Sunny
4672,2022-05-13,13.2,5.5,58.1,Sunny
4673,2022-05-13,21.9,8.2,46.6,Windy
4674,2022-05-13,13,0.9,48.1,Windy
4675,2022-05-13,10.8,0,72.2,Windy
4676,2022-05-13,13.9,8.9,59.7,Rainy
4677,2022-05-13,14.9,0.4,71.2,Cloudy
4678,2022-05-14,15.3,0.3,82.1,Stormy
4679,2022-05-14,11.6,5.4,59.1,Stormy
4680,2022-05-15,9.4,5,61.7,Sunny
4681,2022-05-15,11.1,4,85.6,Sunny
4682,2022-05-15,24.1,6.6,74.8,Rainy
4683,2022-05-15,19.1,5.5,31.5,Sunny
4684,2022-05-15,15.1,5.4,78.8,Sunny
4685,2022-05-15,20.3,4.8,38.5,Windy
4686,2022-05-15,21.8,9.9,86.5,Sunny
4687,2022-05-16,15,7.1,77.7,Stormy
4688,2022-05-16,21,7.3,60,Windy
4689,2022-05-16,11.7,6.5,69.2,Sunny
4690,2022-05-16,6.2,5.4,51.9,Windy
4691,2022-05-16,17,0,69.6,Cloudy
4692,2022-05-16,9.1,9.1,63.1,Cloudy
4693,2022-05-17,27.2,3.2,57.3,Cloudy
4694,2022-05-17,19.7,9.9,76.9,Foggy
4695,2022-05-17,17.4,8.1,69.1,Sunny
4696,2022-05-17,18.6,4.6,58.1,Foggy
4697,2022-05-17,3.9,8.2,62,Sunny
4698,2022-05-18,15.4,1.9,51.4,Sunny
4699,2022-05-18,13.6,13.2,74.4,Sunny
4700,2022-05-18,14.1,6.7,84.2,Cloudy
4701,2022-05-18,13.8,9.4,49.9,Foggy
4702,2022-05-18,8.4,1.2,61.1,Cloudy
4703,2022-05-19,11.9,6.7,53.7,Rainy
4704,2022-05-19,24.6,10.1,54.8,Cloudy
4705,2022-05-19,13.5,10.5,71.8,Rainy
4706,2022-05-19,16.5,5.5,72.5,Windy
4707,2022-05-19,4.2,11.3,61,Rainy
4708,2022-05-20,11,9.3,59.3,Sunny
4709,2022-05-20,13.7,4.6,39.4,Foggy
4710,2022-05-20,14.3,13.3,44.5,Foggy
4711,2022-05-20,14.9,6.6,36,Sunny
4712,2022-05-20,10.8,0.6,72.7,Sunny
4713,2022-05-21,17.5,10.4,79.7,Rainy
4714,2022-05-21,27.1,3.9,65.8,Windy
4715,2022-05-21,3.1,0.5,55.8,Rainy
4716,2022-05-21,16.8,3,78.3,Cloudy
4717,2022-05-21,20.9,5.2,50.1,Rainy
4718,2022-05-21,17.8,7.2,51.9,Sunny
4719,2022-05-21,16,2.7,49,Windy
4720,2022-05-22,10.2,6.9,56.1,Rainy
4721,2022-05-22,16,7.1,80.4,Windy
4722,2022-05-23,17.3,5.7,56.2,Rainy
4723,2022-05-23,20.7,0,40.4,Foggy
4724,2022-05-23,19.5,3.6,52.7,Stormy
4725,2022-05-23,17.3,1.5,56.7,Windy
4726,2022-05-23,11.5,6.4,59.1,Cloudy
4727,2022-05-23,14.4,2.7,47.5,Windy
4728,2022-05-23,21.5,12.9,70.4,Sunny
4729,2022-05-23,17.7,12.8,55.4,Sunny
4730,2022-05-23,13,4.7,76.4,Cloudy
4731,2022-05-23,8.4,7.5,63.1,Rainy
4732,2022-05-24,4.9,10.9,71.6,Cloudy
4733,2022-05-24,23.5,9.4,63.4,Sunny
4734,2022-05-24,9.8,6.5,62,Stormy
4735,2022-05-24,7.4,1.4,82.8,Sunny
4736,2022-05-24,19.3,4.5,69.8,Sunny
4737,2022-05-24,15.9,13.6,75.5,Foggy
4738,2022-05-24,12,4.9,62.4,Sunny
4739,2022-05-24,14.6,5.5,62.8,Cloudy
4740,2022-05-24,18.8,3.2,44.2,Rainy
4741,2022-05-25,9.6,7,80.2,Rainy
4742,2022-05-25,7.7,3.4,79.4,Sunny
4743,2022-05-25,16.6,5.6,85.1,Sunny
4744,2022-05-25,7.7,0,63.1,Windy
4745,2022-05-25,15.8,5.4,75.6,Rainy
4746,2022-05-26,16.5,0.8,80.4,Windy
4747,2022-05-26,23.6,0.2,70.8,Rainy
4748,2022-05-26,11.4,12.3,54.1,Rainy
4749,2022-05-26,19.4,9.4,74.5,Stormy
4750,2022-05-26,17,6.4,51.8,Foggy
4751,2022-05-27,9.8,0,60.1,Foggy
4752,2022-05-27,14.2,8.8,35.8,Sunny
4753,2022-05-27,16.6,3.8,68.8,Cloudy
4754,2022-05-27,17.8,10.8,53.3,Windy
4755,2022-05-27,14.4,3.8,66.3,Foggy
4756,2022-05-27,14.3,5.6,76.8,Sunny
4757,2022-05-27,5.7,1,74.1,Snowy
4758,2022-05-28,4.5,10.5,65.4,Sunny
4759,2022-05-28,10.8,8.7,54.7,Cloudy
4760,2022-05-29,6.2,5.2,53.1,Windy
4761,2022-05-29,4.7,9.2,72.4,Sunny
4762,2022-05-29,17.6,5.1,80.7,Cloudy
4763,2022-05-29,14.7,6.8,67.5,Sunny
4764,2022-05-30,15.3,4.4,82.4,Foggy
4765,2022-05-30,11.8,3.8,74.6,Stormy
4766,2022-05-31,13.3,8.6,64.9,Cloudy
4767,2022-05-31,14.2,1.3,55.1,Stormy
4768,2022-05-31,11.1,11.5,28.8,Foggy
4769,2022-05-31,6.1,9.8,35,Rainy
4770,2022-06-01,38.7,2.9,59,Cloudy
4771,2022-06-01,25,3.7,45.7,Sunny
4772,2022-06-02,23,2.9,89.5,Cloudy
4773,2022-06-02,24.8,3.3,61.5,Cloudy
4774,2022-06-02,30.9,0.4,54.1,Rainy
4775,2022-06-02,40.6,3.5,65.3,Sunny
4776,2022-06-02,29.3,7.6,45.4,Sunny
4777,2022-06-02,28.3,4.8,61.4,Foggy
4778,2022-06-03,22.1,5,49.2,Cloudy
4779,2022-06-03,22.3,9.4,52.7,Foggy
4780,2022-06-03,34.7,3.7,68.8,Cloudy
4781,2022-06-03,34.4,6.1,48.3,Cloudy
4782,2022-06-03,22.9,5.8,64,Cloudy
4783,2022-06-03,32.5,2.2,77.3,Sunny
4784,2022-06-03,15.9,1.5,32.2,Stormy
4785,2022-06-03,30.1,1.6,46.9,Windy
4786,2022-06-03,21.9,6.9,28.7,Sunny
4787,2022-06-04,24,3.5,69.1,Cloudy
4788,2022-06-04,28.9,1.5,42.3,Windy
4789,2022-06-04,23.7,6.7,36.6,Stormy
4790,2022-06-04,27.4,3.1,57.5,Windy
4791,2022-06-04,35.6,2.9,52.5,Sunny
4792,2022-06-04,28.1,8.6,66,Windy
4793,2022-06-05,36.8,0.5,50.6,Sunny
4794,2022-06-05,21.9,4.2,98.4,Rainy
4795,2022-06-05,27,0,29.5,Sunny
4796,2022-06-05,29.4,0.6,38.1,Stormy
4797,2022-06-05,23.6,6.5,78.7,Windy
4798,2022-06-05,31.5,6.2,28,Foggy
4799,2022-06-06,25,2.5,50.1,Sunny
4800,2022-06-06,19.8,2.8,75.1,Sunny
4801,2022-06-06,25.4,7.5,42.4,Foggy
4802,2022-06-06,25.6,2,48.5,Rainy
4803,2022-06-06,29.4,2.3,41.7,Sunny
4804,2022-06-06,27.4,0,32.8,Stormy
4805,2022-06-07,31.6,4.7,54.7,Sunny
4806,2022-06-07,33.7,5.3,52.8,Sunny
4807,2022-06-07,30.6,0,63.4,Stormy
4808,2022-06-07,24.4,2.4,64.4,Rainy
4809,2022-06-07,32.8,0,30,Foggy
4810,2022-06-07,21,1.3,48.8,Rainy
4811,2022-06-08,21.1,6.1,33.9,Sunny
4812,2022-06-08,20.7,0.7,49.3,Windy
4813,2022-06-08,34.9,7.1,39.5,Stormy
4814,2022-06-09,30.4,2,50.7,Rainy
4815,2022-06-09,22.6,1.5,36.9,Stormy
4816,2022-06-09,22,6.3,23.5,Windy
4817,2022-06-09,23.8,4.4,64,Windy
4818,2022-06-09,25.6,0.8,37.2,Sunny
4819,2022-06-09,33,4.9,50.8,Sunny
4820,2022-06-10,27.5,4.5,78,Stormy
4821,2022-06-10,24.8,1.6,56.9,Sunny
4822,2022-06-10,30.5,4.5,88.8,Sunny
4823,2022-06-10,29.1,4.7,49.3,Sunny
4824,2022-06-10,29.3,2.6,46.1,Sunny
4825,2022-06-10,27.6,4.9,61.3,Rainy
4826,2022-06-10,21.9,0,39.4,Stormy
4827,2022-06-11,20.6,2.8,58.8,Sunny
4828,2022-06-11,33.4,0.8,62.9,Stormy
4829,2022-06-11,32.2,2.7,45.8,Cloudy
4830,2022-06-11,29.5,1.7,35.5,Windy
4831,2022-06-11,27.6,1.2,36.4,Cloudy
4832,2022-06-11,15.2,1.6,51.4,Sunny
4833,2022-06-11,35.2,0.4,60.7,Cloudy
4834,2022-06-11,24,5.2,30.8,Rainy
4835,2022-06-12,29.4,2.1,67.9,Cloudy
4836,2022-06-12,32.5,4.7,54.1,Windy
4837,2022-06-12,25.5,1.4,51.2,Sunny
4838,2022-06-12,29.6,9.8,82.3,Sunny
4839,2022-06-12,27.3,2.5,69.3,Cloudy
4840,2022-06-12,30.2,0,64,Windy
4841,2022-06-12,20.8,0,36.3,Windy
4842,2022-06-13,25,4.6,34.6,Foggy
4843,2022-06-13,29.6,5.4,74.3,Rainy
4844,2022-06-14,32.2,2.2,29.4,Cloudy
4845,2022-06-14,29.7,3.9,60.6,Sunny
4846,2022-06-14,27.6,8.7,60.6,Sunny
4847,2022-06-15,18.8,7.7,67.5,Sunny
4848,2022-06-15,30.8,4.6,38.6,Sunny
4849,2022-06-15,33.8,4.6,22.9,Windy
4850,2022-06-15,30.6,0,64.7,Rainy
4851,2022-06-15,25.7,5.9,26.6,Cloudy
4852,2022-06-15,19.6,0.9,44.2,Sunny
4853,2022-06-16,22.4,1.8,61.5,Cloudy
4854,2022-06-16,31.5,5.7,93.3,Sunny
4855,2022-06-16,25.7,4.6,70.8,Sunny
4856,2022-06-16,26.4,0,55.1,Sunny
4857,2022-06-16,32,3.1,65.5,Foggy
4858,2022-06-17,25.9,0,39,Sunny
4859,2022-06-17,18.5,5,64.3,Rainy
4860,2022-06-17,39.5,0,54.6,Cloudy
4861,2022-06-17,38.4,0,59,Sunny
4862,2022-06-17,23.7,1.3,54.1,Cloudy
4863,2022-06-17,32.3,1.1,40.1,Cloudy
4864,2022-06-18,34.5,3.7,26.5,Sunny
4865,2022-06-18,35.8,3.6,57.7,Foggy
4866,2022-06-18,26.5,7.4,51.9,Cloudy
4867,2022-06-18,35.4,8.3,49.2,Sunny
4868,2022-06-18,35,2.9,39.2,Sunny
4869,2022-06-18,19,2.8,61,Cloudy
4870,2022-06-18,31.3,4.1,54.6,Windy
4871,2022-06-18,25.7,3.3,92.4,Stormy
4872,2022-06-19,22.6,4.3,62.9,Sunny
4873,2022-06-19,28.4,3.3,36.2,Sunny
4874,2022-06-19,23.8,3.4,54.5,Foggy
4875,2022-06-19,17.9,6.3,59.7,Sunny
4876,2022-06-19,32.5,4,36.6,Stormy
4877,2022-06-19,31.1,10.5,48.6,Stormy
4878,2022-06-19,27.2,0.8,38.7,Stormy
4879,2022-06-19,23.8,2.4,48.9,Windy
4880,2022-06-19,30.6,0.9,40.2,Sunny
4881,2022-06-19,25.3,0,44.4,Sunny
4882,2022-06-19,19.3,5.4,62.8,Cloudy
4883,2022-06-19,34.5,5.6,64.8,Cloudy
4884,2022-06-20,23.7,5.8,39.2,Windy
4885,2022-06-20,34.1,7.1,51.3,Cloudy
4886,2022-06-20,34.4,2.1,59.5,Sunny
4887,2022-06-21,23.3,8.5,68.8,Cloudy
4888,2022-06-21,32.2,0.7,52.7,Windy
4889,2022-06-21,23.2,4.2,47.7,Sunny
4890,2022-06-21,20.3,0.8,61.1,Sunny
4891,2022-06-21,35.4,9.2,57,Windy
4892,2022-06-21,25,5.8,34.2,Sunny
4893,2022-06-22,26.5,0.3,37.7,Sunny
4894,2022-06-22,29.7,2.1,64.1,Foggy
4895,2022-06-22,34.4,4.4,45.4,Sunny
4896,2022-06-22,29,4,54,Foggy
4897,2022-06-22,15.7,1.8,52.8,Cloudy
4898,2022-06-22,31.9,3.2,51.5,Sunny
4899,2022-06-22,30.8,6.6,60.4,Stormy
4900,2022-06-23,28.7,0.4,51.7,Sunny
4901,2022-06-23,37.7,4.3,51.9,Rainy
4902,2022-06-23,25.1,2.7,39.2,Stormy
4903,2022-06-23,24.1,1,44.4,Windy
4904,2022-06-24,23.4,8,57.6,Cloudy
4905,2022-06-24,30.3,2.9,53.1,Sunny
