batch_id,batch_number,product_id,supplier_id,warehouse_id,quantity,procurement_cost,unit_cost,received_date,expiry_date,quality_grade,created_at
2930,BT-002930,124,8,9,207.9,230.77,1.11,2024-10-22,2024-11-05,A,2024-10-22T13:22:00.640Z
2931,BT-002931,124,8,7,377.9,381.68,1.01,2025-05-03,2025-05-17,C,2025-05-03T13:22:00.640Z
2932,BT-002932,124,8,12,147,130.83,0.89,2026-03-08,2026-03-22,A,2026-03-08T13:22:00.640Z
2933,BT-002933,124,8,6,446.9,460.31,1.03,2024-04-08,2024-04-22,B,2024-04-08T13:22:00.640Z
2934,BT-002934,124,8,4,251.5,201.2,0.8,2024-07-24,2024-08-07,C,2024-07-24T13:22:00.640Z
2935,BT-002935,124,8,14,263.1,236.79,0.9,2025-12-01,2025-12-15,A,2025-12-01T13:22:00.640Z
2936,BT-002936,124,8,14,458.5,527.28,1.15,2025-11-17,2025-12-01,A,2025-11-17T13:22:00.640Z
2937,BT-002937,124,8,14,151,131.37,0.87,2025-11-05,2025-11-19,B,2025-11-05T13:22:00.640Z
2938,BT-002938,124,8,4,487.6,546.11,1.12,2024-08-17,2024-08-31,A,2024-08-17T13:22:00.640Z
2939,BT-002939,124,8,13,463.5,417.15,0.9,2026-02-24,2026-03-10,B,2026-02-24T13:22:00.640Z
2940,BT-002940,124,8,12,391.1,383.28,0.98,2025-08-04,2025-08-18,A,2025-08-04T13:22:00.640Z
2941,BT-002941,177,15,5,426.8,798.12,1.87,2025-02-18,2025-02-23,A,2025-02-18T13:22:00.640Z
2942,BT-002942,177,15,4,483.3,884.44,1.83,2024-08-23,2024-08-28,A,2024-08-23T13:22:00.640Z
2943,BT-002943,177,15,8,281.4,633.15,2.25,2025-02-09,2025-02-14,A,2025-02-09T13:22:00.640Z
2944,BT-002944,177,15,11,69.3,116.42,1.68,2026-02-25,2026-03-02,A,2026-02-25T13:22:00.640Z
2945,BT-002945,177,15,12,121.6,233.47,1.92,2024-09-18,2024-09-23,A,2024-09-18T13:22:00.640Z
2946,BT-002946,177,15,13,384.9,685.12,1.78,2024-03-12,2024-03-17,A,2024-03-12T13:22:00.640Z
2947,BT-002947,177,15,3,178.6,319.69,1.79,2024-06-27,2024-07-02,A,2024-06-27T13:22:00.640Z
2948,BT-002948,177,15,15,123.9,240.37,1.94,2024-04-08,2024-04-13,A,2024-04-08T13:22:00.640Z
2949,BT-002949,177,15,10,245.2,514.92,2.1,2024-06-15,2024-06-20,C,2024-06-15T13:22:00.640Z
2950,BT-002950,177,15,5,246.2,453.01,1.84,2026-03-07,2026-03-12,A,2026-03-07T13:22:00.640Z
2951,BT-002951,177,15,14,435.9,867.44,1.99,2024-10-15,2024-10-20,A,2024-10-15T13:22:00.640Z
2952,BT-002952,177,15,14,107.1,229.19,2.14,2025-03-29,2025-04-03,B,2025-03-29T13:22:00.640Z
2953,BT-002953,177,15,12,356.7,642.06,1.8,2024-12-23,2024-12-28,A,2024-12-23T13:22:00.640Z
2954,BT-002954,177,15,4,376.1,658.18,1.75,2026-03-07,2026-03-12,A,2026-03-07T13:22:00.640Z
2955,BT-002955,111,2,9,400.9,721.62,1.8,2025-11-26,2025-12-01,B,2025-11-26T13:22:00.640Z
2956,BT-002956,111,2,2,217.9,381.33,1.75,2025-10-02,2025-10-07,A,2025-10-02T13:22:00.640Z
2957,BT-002957,111,2,14,95.4,170.77,1.79,2025-04-20,2025-04-25,A,2025-04-20T13:22:00.640Z
2958,BT-002958,111,2,13,497.1,979.29,1.97,2024-08-10,2024-08-15,A,2024-08-10T13:22:00.640Z
2959,BT-002959,111,2,1,336.7,565.66,1.68,2026-02-14,2026-02-19,A,2026-02-14T13:22:00.640Z
2960,BT-002960,111,2,1,256.1,476.35,1.86,2024-10-13,2024-10-18,B,2024-10-13T13:22:00.640Z
2961,BT-002961,111,2,1,361.9,752.75,2.08,2025-02-09,2025-02-14,A,2025-02-09T13:22:00.640Z
2962,BT-002962,111,2,10,56.8,103.94,1.83,2025-08-29,2025-09-03,A,2025-08-29T13:22:00.640Z
2963,BT-002963,111,2,6,430.2,653.9,1.52,2024-06-25,2024-06-30,A,2024-06-25T13:22:00.640Z
2964,BT-002964,111,2,7,178.5,396.27,2.22,2025-05-08,2025-05-13,A,2025-05-08T13:22:00.640Z
2965,BT-002965,111,2,10,415.8,844.07,2.03,2025-03-04,2025-03-09,B,2025-03-04T13:22:00.640Z
2966,BT-002966,111,2,14,412.7,829.53,2.01,2024-12-14,2024-12-19,A,2024-12-14T13:22:00.640Z
2967,BT-002967,111,2,10,451.6,767.72,1.7,2024-07-13,2024-07-18,A,2024-07-13T13:22:00.640Z
2968,BT-002968,111,2,9,119.2,244.36,2.05,2024-09-14,2024-09-19,C,2024-09-14T13:22:00.640Z
2969,BT-002969,10,13,8,251,715.35,2.85,2026-01-26,2026-02-02,A,2026-01-26T13:22:00.640Z
2970,BT-002970,10,13,2,291.6,673.6,2.31,2024-10-15,2024-10-22,B,2024-10-15T13:22:00.640Z
2971,BT-002971,10,13,10,59.5,192.19,3.23,2024-09-14,2024-09-21,A,2024-09-14T13:22:00.640Z
2972,BT-002972,10,13,12,406.4,1328.93,3.27,2025-01-29,2025-02-05,A,2025-01-29T13:22:00.640Z
2973,BT-002973,10,13,1,494.7,1498.94,3.03,2025-01-20,2025-01-27,C,2025-01-20T13:22:00.640Z
2974,BT-002974,10,13,15,285.5,688.06,2.41,2025-07-28,2025-08-04,A,2025-07-28T13:22:00.640Z
2975,BT-002975,10,13,10,285.7,742.82,2.6,2026-01-19,2026-01-26,A,2026-01-19T13:22:00.640Z
2976,BT-002976,10,13,8,197.9,544.23,2.75,2025-07-29,2025-08-05,B,2025-07-29T13:22:00.640Z
2977,BT-002977,10,13,4,204.3,480.11,2.35,2025-07-18,2025-07-25,A,2025-07-18T13:22:00.640Z
2978,BT-002978,10,13,5,354.1,1076.46,3.04,2024-09-07,2024-09-14,C,2024-09-07T13:22:00.640Z
2979,BT-002979,10,13,4,419.4,1249.81,2.98,2024-12-16,2024-12-23,B,2024-12-16T13:22:00.640Z
2980,BT-002980,10,13,2,224.3,746.92,3.33,2024-06-27,2024-07-04,A,2024-06-27T13:22:00.640Z
2981,BT-002981,10,13,9,374,1159.4,3.1,2025-12-26,2026-01-02,B,2025-12-26T13:22:00.640Z
2982,BT-002982,10,13,10,444.7,1449.72,3.26,2025-03-29,2025-04-05,A,2025-03-29T13:22:00.640Z
2983,BT-002983,183,25,10,77.7,181.04,2.33,2024-07-09,2024-07-19,B,2024-07-09T13:22:00.640Z
2984,BT-002984,183,25,11,149.9,353.76,2.36,2024-09-11,2024-09-21,B,2024-09-11T13:22:00.640Z
2985,BT-002985,183,25,10,315.9,625.48,1.98,2025-03-28,2025-04-07,A,2025-03-28T13:22:00.640Z
2986,BT-002986,183,25,12,430.1,1122.56,2.61,2025-07-03,2025-07-13,A,2025-07-03T13:22:00.640Z
2987,BT-002987,183,25,14,136.9,331.3,2.42,2025-06-17,2025-06-27,A,2025-06-17T13:22:00.640Z
2988,BT-002988,183,25,14,308,554.4,1.8,2024-05-30,2024-06-09,A,2024-05-30T13:22:00.640Z
2989,BT-002989,183,25,12,475.1,1002.46,2.11,2025-10-19,2025-10-29,B,2025-10-19T13:22:00.640Z
2990,BT-002990,183,25,1,178.4,313.98,1.76,2024-05-15,2024-05-25,A,2024-05-15T13:22:00.640Z
2991,BT-002991,183,25,15,146.5,363.32,2.48,2024-05-01,2024-05-11,A,2024-05-01T13:22:00.640Z
2992,BT-002992,183,25,12,80.8,176.14,2.18,2024-08-07,2024-08-17,B,2024-08-07T13:22:00.640Z
2993,BT-002993,183,25,15,312.6,725.23,2.32,2025-06-26,2025-07-06,A,2025-06-26T13:22:00.640Z
2994,BT-002994,183,25,3,389,937.49,2.41,2026-02-22,2026-03-04,A,2026-02-22T13:22:00.640Z
2995,BT-002995,183,25,7,435.5,840.52,1.93,2024-04-06,2024-04-16,A,2024-04-06T13:22:00.640Z
2996,BT-002996,183,25,7,204.7,423.73,2.07,2024-06-10,2024-06-20,A,2024-06-10T13:22:00.640Z
2997,BT-002997,60,24,13,79.5,228.96,2.88,2024-11-19,2024-11-26,A,2024-11-19T13:22:00.640Z
2998,BT-002998,60,24,11,88.5,188.51,2.13,2024-05-13,2024-05-20,C,2024-05-13T13:22:00.640Z
2999,BT-002999,60,24,4,486.3,1040.68,2.14,2025-11-09,2025-11-16,A,2025-11-09T13:22:00.640Z
3000,BT-003000,60,24,2,460.8,1027.58,2.23,2024-06-15,2024-06-22,B,2024-06-15T13:22:00.640Z
3001,BT-003001,60,24,7,312,689.52,2.21,2025-03-28,2025-04-04,B,2025-03-28T13:22:00.641Z
3002,BT-003002,60,24,3,174,469.8,2.7,2024-06-02,2024-06-09,A,2024-06-02T13:22:00.641Z
3003,BT-003003,60,24,15,480.9,1125.31,2.34,2025-12-23,2025-12-30,B,2025-12-23T13:22:00.641Z
3004,BT-003004,60,24,11,278.1,856.55,3.08,2024-06-01,2024-06-08,C,2024-06-01T13:22:00.641Z
3005,BT-003005,60,24,1,414.9,929.38,2.24,2024-08-01,2024-08-08,B,2024-08-01T13:22:00.641Z
3006,BT-003006,60,24,8,333.8,897.92,2.69,2025-04-04,2025-04-11,A,2025-04-04T13:22:00.641Z
3007,BT-003007,60,24,13,257.3,545.48,2.12,2024-09-06,2024-09-13,A,2024-09-06T13:22:00.641Z
3008,BT-003008,60,24,11,440.3,1122.76,2.55,2024-06-26,2024-07-03,A,2024-06-26T13:22:00.641Z
3009,BT-003009,60,24,7,65.8,189.5,2.88,2025-07-30,2025-08-06,A,2025-07-30T13:22:00.641Z
3010,BT-003010,60,24,5,72.4,195.48,2.7,2025-10-06,2025-10-13,B,2025-10-06T13:22:00.641Z
3011,BT-003011,24,29,14,59.5,217.18,3.65,2025-08-10,2025-08-31,A,2025-08-10T13:22:00.641Z
3012,BT-003012,24,29,6,489.8,1900.42,3.88,2026-01-28,2026-02-18,C,2026-01-28T13:22:00.641Z
3013,BT-003013,24,29,7,372.3,1567.38,4.21,2024-11-21,2024-12-12,A,2024-11-21T13:22:00.641Z
3014,BT-003014,24,29,10,209.6,630.9,3.01,2024-05-13,2024-06-03,B,2024-05-13T13:22:00.641Z
3015,BT-003015,24,29,5,380,1504.8,3.96,2025-05-21,2025-06-11,A,2025-05-21T13:22:00.641Z
3016,BT-003016,24,29,10,214.7,714.95,3.33,2025-05-02,2025-05-23,A,2025-05-02T13:22:00.641Z
3017,BT-003017,24,29,7,401,1275.18,3.18,2025-01-22,2025-02-12,A,2025-01-22T13:22:00.641Z
3018,BT-003018,24,29,6,455.5,1453.05,3.19,2025-10-23,2025-11-13,A,2025-10-23T13:22:00.641Z
3019,BT-003019,24,29,3,391.1,1286.72,3.29,2025-04-29,2025-05-20,B,2025-04-29T13:22:00.641Z
3020,BT-003020,24,29,6,173.7,535,3.08,2024-11-03,2024-11-24,C,2024-11-03T13:22:00.641Z
3021,BT-003021,24,29,2,216.7,710.78,3.28,2025-07-27,2025-08-17,B,2025-07-27T13:22:00.641Z
3022,BT-003022,24,29,13,481.8,1599.58,3.32,2026-02-05,2026-02-26,A,2026-02-05T13:22:00.641Z
3023,BT-003023,24,29,7,251.4,1035.77,4.12,2025-03-18,2025-04-08,A,2025-03-18T13:22:00.641Z
3024,BT-003024,24,29,4,440.2,1884.06,4.28,2025-11-02,2025-11-23,A,2025-11-02T13:22:00.641Z
3025,BT-003025,70,22,2,469.9,1931.29,4.11,2026-02-12,2026-02-19,A,2026-02-12T13:22:00.641Z
3026,BT-003026,70,22,8,128.9,431.82,3.35,2025-01-04,2025-01-11,A,2025-01-04T13:22:00.641Z
3027,BT-003027,70,22,11,217.7,720.59,3.31,2024-04-12,2024-04-19,A,2024-04-12T13:22:00.641Z
3028,BT-003028,70,22,6,320.8,1122.8,3.5,2026-02-19,2026-02-26,A,2026-02-19T13:22:00.641Z
3029,BT-003029,70,22,11,102.4,440.32,4.3,2025-06-02,2025-06-09,A,2025-06-02T13:22:00.641Z
3030,BT-003030,70,22,11,97,402.55,4.15,2024-03-27,2024-04-03,C,2024-03-27T13:22:00.641Z
3031,BT-003031,70,22,4,179.1,736.1,4.11,2024-05-15,2024-05-22,A,2024-05-15T13:22:00.641Z
3032,BT-003032,70,22,3,429.9,1392.88,3.24,2024-03-28,2024-04-04,B,2024-03-28T13:22:00.641Z
3033,BT-003033,70,22,7,444.2,1687.96,3.8,2025-12-22,2025-12-29,A,2025-12-22T13:22:00.641Z
3034,BT-003034,70,22,11,276,1228.2,4.45,2025-11-05,2025-11-12,B,2025-11-05T13:22:00.641Z
3035,BT-003035,70,22,12,176,575.52,3.27,2025-01-13,2025-01-20,B,2025-01-13T13:22:00.641Z
3036,BT-003036,70,22,3,263.4,1114.18,4.23,2024-08-17,2024-08-24,B,2024-08-17T13:22:00.641Z
3037,BT-003037,70,22,3,126.8,573.14,4.52,2025-08-14,2025-08-21,B,2025-08-14T13:22:00.641Z
3038,BT-003038,70,22,1,484.6,1652.49,3.41,2024-03-26,2024-04-02,B,2024-03-26T13:22:00.641Z
3039,BT-003039,134,28,11,115.5,217.14,1.88,2025-01-27,2025-01-30,A,2025-01-27T13:22:00.641Z
3040,BT-003040,134,28,5,423.9,826.6,1.95,2024-10-13,2024-10-16,A,2024-10-13T13:22:00.641Z
3041,BT-003041,134,28,6,236.3,600.2,2.54,2025-06-12,2025-06-15,A,2025-06-12T13:22:00.641Z
3042,BT-003042,134,28,5,263,554.93,2.11,2025-10-16,2025-10-19,B,2025-10-16T13:22:00.641Z
3043,BT-003043,134,28,5,251.5,533.18,2.12,2025-12-15,2025-12-18,A,2025-12-15T13:22:00.641Z
3044,BT-003044,134,28,12,409.7,1081.61,2.64,2025-07-09,2025-07-12,A,2025-07-09T13:22:00.641Z
3045,BT-003045,134,28,8,92.9,243.4,2.62,2025-01-23,2025-01-26,A,2025-01-23T13:22:00.641Z
3046,BT-003046,134,28,2,387,921.06,2.38,2025-08-12,2025-08-15,A,2025-08-12T13:22:00.641Z
3047,BT-003047,134,28,12,433.8,1058.47,2.44,2024-07-14,2024-07-17,B,2024-07-14T13:22:00.641Z
3048,BT-003048,134,28,14,76,175.56,2.31,2025-04-23,2025-04-26,A,2025-04-23T13:22:00.641Z
3049,BT-003049,134,28,13,412.5,1076.63,2.61,2025-12-29,2026-01-01,B,2025-12-29T13:22:00.641Z
3050,BT-003050,134,28,11,448.9,1050.43,2.34,2024-11-18,2024-11-21,A,2024-11-18T13:22:00.641Z
3051,BT-003051,134,28,7,172.8,463.1,2.68,2024-11-20,2024-11-23,C,2024-11-20T13:22:00.641Z
3052,BT-003052,134,28,7,467.7,1192.64,2.55,2024-07-19,2024-07-22,C,2024-07-19T13:22:00.641Z
3053,BT-003053,107,7,14,89.1,344.82,3.87,2024-12-26,2025-01-02,A,2024-12-26T13:22:00.641Z
3054,BT-003054,107,7,10,58.7,237.74,4.05,2024-11-25,2024-12-02,A,2024-11-25T13:22:00.641Z
3055,BT-003055,107,7,3,233.5,835.93,3.58,2025-01-20,2025-01-27,B,2025-01-20T13:22:00.641Z
3056,BT-003056,107,7,8,164.3,634.2,3.86,2024-11-10,2024-11-17,A,2024-11-10T13:22:00.641Z
3057,BT-003057,107,7,9,305.6,1158.22,3.79,2025-12-14,2025-12-21,B,2025-12-14T13:22:00.641Z
3058,BT-003058,107,7,14,164.4,646.09,3.93,2024-11-02,2024-11-09,B,2024-11-02T13:22:00.641Z
3059,BT-003059,107,7,7,304.1,1015.69,3.34,2026-02-02,2026-02-09,A,2026-02-02T13:22:00.641Z
3060,BT-003060,107,7,7,151.7,480.89,3.17,2025-01-10,2025-01-17,B,2025-01-10T13:22:00.641Z
3061,BT-003061,107,7,8,216,762.48,3.53,2025-05-24,2025-05-31,A,2025-05-24T13:22:00.641Z
3062,BT-003062,107,7,9,233.5,684.16,2.93,2024-12-24,2024-12-31,B,2024-12-24T13:22:00.641Z
3063,BT-003063,107,7,11,144.3,454.55,3.15,2025-07-09,2025-07-16,A,2025-07-09T13:22:00.641Z
3064,BT-003064,107,7,13,346,982.64,2.84,2025-06-20,2025-06-27,A,2025-06-20T13:22:00.641Z
3065,BT-003065,107,7,4,350.3,1387.19,3.96,2024-11-23,2024-11-30,A,2024-11-23T13:22:00.641Z
3066,BT-003066,107,7,8,391.3,1134.77,2.9,2024-10-05,2024-10-12,A,2024-10-05T13:22:00.641Z
3067,BT-003067,161,4,11,248.8,1400.74,5.63,2024-10-17,2024-10-22,B,2024-10-17T13:22:00.641Z
3068,BT-003068,161,4,14,129,963.63,7.47,2025-04-07,2025-04-12,B,2025-04-07T13:22:00.641Z
3069,BT-003069,161,4,11,440.9,2746.81,6.23,2025-03-04,2025-03-09,A,2025-03-04T13:22:00.641Z
3070,BT-003070,161,4,15,52.9,415.27,7.85,2026-01-31,2026-02-05,C,2026-01-31T13:22:00.641Z
3071,BT-003071,161,4,1,483.2,3053.82,6.32,2025-01-29,2025-02-03,A,2025-01-29T13:22:00.641Z
3072,BT-003072,161,4,2,428.9,2869.34,6.69,2025-04-20,2025-04-25,C,2025-04-20T13:22:00.641Z
3073,BT-003073,161,4,3,174.3,1082.4,6.21,2025-01-19,2025-01-24,A,2025-01-19T13:22:00.641Z
3074,BT-003074,161,4,1,402.2,2513.75,6.25,2025-07-11,2025-07-16,A,2025-07-11T13:22:00.641Z
3075,BT-003075,161,4,3,215.7,1654.42,7.67,2024-09-08,2024-09-13,B,2024-09-08T13:22:00.641Z
3076,BT-003076,161,4,2,149.1,1142.11,7.66,2025-02-13,2025-02-18,B,2025-02-13T13:22:00.641Z
3077,BT-003077,161,4,10,406.1,2590.92,6.38,2025-03-17,2025-03-22,B,2025-03-17T13:22:00.641Z
3078,BT-003078,161,4,13,342.7,2727.89,7.96,2025-11-25,2025-11-30,A,2025-11-25T13:22:00.641Z
3079,BT-003079,161,4,7,194.2,1361.34,7.01,2025-07-31,2025-08-05,A,2025-07-31T13:22:00.641Z
3080,BT-003080,161,4,1,279.5,1618.31,5.79,2024-04-19,2024-04-24,A,2024-04-19T13:22:00.641Z
3081,BT-003081,115,24,6,348.8,383.68,1.1,2025-11-16,2025-11-21,A,2025-11-16T13:22:00.641Z
3082,BT-003082,115,24,3,106.5,85.2,0.8,2025-01-15,2025-01-20,B,2025-01-15T13:22:00.641Z
3083,BT-003083,115,24,4,439.3,355.83,0.81,2025-01-21,2025-01-26,B,2025-01-21T13:22:00.641Z
3084,BT-003084,115,24,1,391.7,434.79,1.11,2026-02-04,2026-02-09,C,2026-02-04T13:22:00.641Z
3085,BT-003085,115,24,1,381.9,450.64,1.18,2026-01-25,2026-01-30,A,2026-01-25T13:22:00.641Z
3086,BT-003086,115,24,7,212.2,186.74,0.88,2025-05-03,2025-05-08,B,2025-05-03T13:22:00.641Z
3087,BT-003087,115,24,1,375.6,428.18,1.14,2024-09-29,2024-10-04,A,2024-09-29T13:22:00.641Z
3088,BT-003088,115,24,2,157.4,169.99,1.08,2025-07-24,2025-07-29,B,2025-07-24T13:22:00.641Z
3089,BT-003089,115,24,5,241.3,231.65,0.96,2024-09-22,2024-09-27,A,2024-09-22T13:22:00.641Z
3090,BT-003090,115,24,12,336.4,390.22,1.16,2024-11-20,2024-11-25,A,2024-11-20T13:22:00.641Z
3091,BT-003091,115,24,8,271.6,274.32,1.01,2024-08-30,2024-09-04,A,2024-08-30T13:22:00.641Z
3092,BT-003092,115,24,4,307.7,307.7,1,2025-05-03,2025-05-08,B,2025-05-03T13:22:00.641Z
3093,BT-003093,115,24,10,470,390.1,0.83,2026-01-20,2026-01-25,A,2026-01-20T13:22:00.641Z
3094,BT-003094,115,24,11,103.1,113.41,1.1,2025-10-30,2025-11-04,A,2025-10-30T13:22:00.641Z
3095,BT-003095,191,17,8,120.4,161.34,1.34,2025-06-14,2025-06-28,A,2025-06-14T13:22:00.641Z
3096,BT-003096,191,17,12,493.1,567.06,1.15,2025-07-19,2025-08-02,A,2025-07-19T13:22:00.641Z
3097,BT-003097,191,17,14,155,196.85,1.27,2025-03-30,2025-04-13,A,2025-03-30T13:22:00.641Z
3098,BT-003098,191,17,6,223.5,268.2,1.2,2024-11-13,2024-11-27,A,2024-11-13T13:22:00.641Z
3099,BT-003099,191,17,7,178.6,219.68,1.23,2025-03-08,2025-03-22,B,2025-03-08T13:22:00.641Z
3100,BT-003100,191,17,8,173.5,189.12,1.09,2025-09-15,2025-09-29,B,2025-09-15T13:22:00.641Z
3101,BT-003101,191,17,13,272.6,354.38,1.3,2024-11-28,2024-12-12,B,2024-11-28T13:22:00.641Z
3102,BT-003102,191,17,15,143.1,228.96,1.6,2024-07-29,2024-08-12,A,2024-07-29T13:22:00.641Z
3103,BT-003103,191,17,4,89.7,132.76,1.48,2025-06-09,2025-06-23,A,2025-06-09T13:22:00.641Z
3104,BT-003104,191,17,2,329.2,391.75,1.19,2025-01-02,2025-01-16,A,2025-01-02T13:22:00.641Z
3105,BT-003105,191,17,15,395.8,431.42,1.09,2025-12-27,2026-01-10,A,2025-12-27T13:22:00.641Z
3106,BT-003106,191,17,10,163.2,262.75,1.61,2025-12-14,2025-12-28,A,2025-12-14T13:22:00.641Z
3107,BT-003107,191,17,3,410.2,615.3,1.5,2025-04-02,2025-04-16,A,2025-04-02T13:22:00.641Z
3108,BT-003108,191,17,7,303.2,330.49,1.09,2025-08-19,2025-09-02,A,2025-08-19T13:22:00.641Z
3109,BT-003109,85,20,15,111.6,473.18,4.24,2025-01-31,2025-02-05,C,2025-01-31T13:22:00.641Z
3110,BT-003110,85,20,15,238.6,916.22,3.84,2025-08-03,2025-08-08,A,2025-08-03T13:22:00.641Z
3111,BT-003111,85,20,14,289.7,1121.14,3.87,2024-05-18,2024-05-23,A,2024-05-18T13:22:00.641Z
3112,BT-003112,85,20,11,427.5,1244.03,2.91,2025-01-31,2025-02-05,A,2025-01-31T13:22:00.641Z
3113,BT-003113,85,20,11,454.5,1595.29,3.51,2025-09-19,2025-09-24,B,2025-09-19T13:22:00.641Z
3114,BT-003114,85,20,4,364.2,1285.63,3.53,2025-03-16,2025-03-21,B,2025-03-16T13:22:00.641Z
3115,BT-003115,85,20,3,238.1,861.92,3.62,2024-12-21,2024-12-26,A,2024-12-21T13:22:00.641Z
3116,BT-003116,85,20,12,83,350.26,4.22,2024-08-18,2024-08-23,A,2024-08-18T13:22:00.641Z
3117,BT-003117,85,20,8,158.1,535.96,3.39,2024-07-08,2024-07-13,A,2024-07-08T13:22:00.641Z
3118,BT-003118,85,20,2,202.9,819.72,4.04,2025-07-11,2025-07-16,A,2025-07-11T13:22:00.641Z
3119,BT-003119,85,20,13,408.4,1400.81,3.43,2025-09-18,2025-09-23,A,2025-09-18T13:22:00.641Z
3120,BT-003120,85,20,15,136.7,479.82,3.51,2025-12-29,2026-01-03,C,2025-12-29T13:22:00.641Z
3121,BT-003121,85,20,6,336.4,1433.06,4.26,2025-07-11,2025-07-16,A,2025-07-11T13:22:00.641Z
3122,BT-003122,85,20,9,366,1229.76,3.36,2025-02-12,2025-02-17,A,2025-02-12T13:22:00.641Z
3123,BT-003123,16,30,2,243.7,782.28,3.21,2024-05-18,2024-05-25,A,2024-05-18T13:22:00.641Z
3124,BT-003124,16,30,1,79.7,187.3,2.35,2025-11-21,2025-11-28,A,2025-11-21T13:22:00.641Z
3125,BT-003125,16,30,13,475.9,1137.4,2.39,2025-11-21,2025-11-28,B,2025-11-21T13:22:00.641Z
3126,BT-003126,16,30,8,427.6,1235.76,2.89,2025-11-20,2025-11-27,A,2025-11-20T13:22:00.641Z
3127,BT-003127,16,30,12,187.9,625.71,3.33,2024-10-26,2024-11-02,B,2024-10-26T13:22:00.641Z
3128,BT-003128,16,30,2,163.1,424.06,2.6,2024-12-09,2024-12-16,B,2024-12-09T13:22:00.641Z
3129,BT-003129,16,30,3,103.8,255.35,2.46,2025-05-04,2025-05-11,A,2025-05-04T13:22:00.641Z
3130,BT-003130,16,30,13,75.3,235.69,3.13,2025-02-28,2025-03-07,C,2025-02-28T13:22:00.641Z
3131,BT-003131,16,30,3,164.6,538.24,3.27,2025-08-06,2025-08-13,A,2025-08-06T13:22:00.641Z
3132,BT-003132,16,30,9,451.6,1034.16,2.29,2025-09-06,2025-09-13,A,2025-09-06T13:22:00.641Z
3133,BT-003133,16,30,12,384.2,1225.6,3.19,2024-10-15,2024-10-22,A,2024-10-15T13:22:00.641Z
3134,BT-003134,16,30,4,438.9,1013.86,2.31,2026-01-01,2026-01-08,A,2026-01-01T13:22:00.641Z
3135,BT-003135,16,30,15,474.6,1400.07,2.95,2026-02-01,2026-02-08,B,2026-02-01T13:22:00.641Z
3136,BT-003136,16,30,14,465.8,1276.29,2.74,2026-01-03,2026-01-10,A,2026-01-03T13:22:00.641Z
3137,BT-003137,66,7,5,166.6,726.38,4.36,2024-04-18,2024-04-23,A,2024-04-18T13:22:00.641Z
3138,BT-003138,66,7,11,429.4,2013.89,4.69,2024-10-20,2024-10-25,A,2024-10-20T13:22:00.641Z
3139,BT-003139,66,7,1,172.5,786.6,4.56,2025-10-16,2025-10-21,B,2025-10-16T13:22:00.641Z
3140,BT-003140,66,7,8,279.6,1269.38,4.54,2024-08-13,2024-08-18,B,2024-08-13T13:22:00.641Z
3141,BT-003141,66,7,1,184,774.64,4.21,2025-02-08,2025-02-13,A,2025-02-08T13:22:00.641Z
3142,BT-003142,66,7,2,323.4,1316.24,4.07,2026-01-26,2026-01-31,B,2026-01-26T13:22:00.641Z
3143,BT-003143,66,7,14,211.2,1151.04,5.45,2025-05-29,2025-06-03,C,2025-05-29T13:22:00.641Z
3144,BT-003144,66,7,15,462.7,1957.22,4.23,2025-10-20,2025-10-25,A,2025-10-20T13:22:00.641Z
3145,BT-003145,66,7,14,94.8,496.75,5.24,2024-12-14,2024-12-19,A,2024-12-14T13:22:00.641Z
3146,BT-003146,66,7,8,390.3,1662.68,4.26,2025-01-04,2025-01-09,A,2025-01-04T13:22:00.641Z
3147,BT-003147,66,7,2,453.2,2293.19,5.06,2024-05-19,2024-05-24,A,2024-05-19T13:22:00.641Z
3148,BT-003148,66,7,4,208.5,1096.71,5.26,2024-07-18,2024-07-23,A,2024-07-18T13:22:00.641Z
3149,BT-003149,66,7,7,341.9,1282.13,3.75,2025-03-04,2025-03-09,A,2025-03-04T13:22:00.641Z
3150,BT-003150,66,7,8,340.5,1276.88,3.75,2024-09-15,2024-09-20,C,2024-09-15T13:22:00.641Z
3151,BT-003151,48,13,10,500,2015,4.03,2025-01-12,2025-01-22,A,2025-01-12T13:22:00.641Z
3152,BT-003152,48,13,1,491.1,2072.44,4.22,2024-10-31,2024-11-10,B,2024-10-31T13:22:00.641Z
3153,BT-003153,48,13,4,290.9,1192.69,4.1,2024-10-30,2024-11-09,C,2024-10-30T13:22:00.641Z
3154,BT-003154,48,13,11,339.4,1269.36,3.74,2024-07-14,2024-07-24,A,2024-07-14T13:22:00.641Z
3155,BT-003155,48,13,4,148.6,695.45,4.68,2025-03-06,2025-03-16,A,2025-03-06T13:22:00.641Z
3156,BT-003156,48,13,11,312.6,1228.52,3.93,2025-12-06,2025-12-16,A,2025-12-06T13:22:00.641Z
3157,BT-003157,48,13,1,402.9,1792.91,4.45,2025-08-16,2025-08-26,B,2025-08-16T13:22:00.641Z
3158,BT-003158,48,13,4,138.3,502.03,3.63,2024-04-04,2024-04-14,A,2024-04-04T13:22:00.641Z
3159,BT-003159,48,13,12,304,1520,5,2024-10-10,2024-10-20,A,2024-10-10T13:22:00.641Z
3160,BT-003160,48,13,9,381.8,1618.83,4.24,2025-06-01,2025-06-11,A,2025-06-01T13:22:00.641Z
